baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000026311.16	309.146847416748	0.474526879694685	0.142602240041719	3.32762570599073	0.000875894620268403	0.00306822696363284
ENSMUSG00000024383.9	1223.24080720127	0.396852304064674	0.119276616180969	3.32715931061091	0.000877361990756556	0.00307284557844323
ENSMUSG00000026019.15	727.576985757037	-0.368603218304237	0.110787731801389	-3.32711223806837	0.000877510216672185	0.00307284557844323
ENSMUSG00000073616.10	541.589286312363	0.467484377562477	0.140576596087087	3.32547799971533	0.000882670658978012	0.00309039312473937
ENSMUSG00000034998.18	796.798593395778	-0.442568151368151	0.133097900213541	-3.32513248261693	0.000883765296583689	0.00309370200707964
ENSMUSG00000071337.11	1292.64707712287	0.36399245949709	0.109510736688369	3.32380614453257	0.000887978985029566	0.00310792644760348
ENSMUSG00000028100.11	70.0125243419192	-0.874564451601693	0.263200512571081	-3.3228067949355	0.000891166146768987	0.00311855383960692
ENSMUSG00000052724.7	11.3058658380622	-2.23507348766473	0.672797044084478	-3.32206199078378	0.000893548395846885	0.00312530412040798
ENSMUSG00000056758.14	7132.94905362825	-0.286633068731163	0.0862798475813121	-3.32213230280725	0.000893323251437231	0.00312530412040798
ENSMUSG00000066191.12	139.137666642647	0.670948505943188	0.201966869054958	3.32207212540693	0.00089351594077425	0.00312530412040798
ENSMUSG00000019849.11	2661.4024225559	-0.290079216791912	0.0873450690990394	-3.32107146727419	0.00089672572161874	0.00313588699098625
ENSMUSG00000003411.10	49.1490487557616	1.01866903823592	0.306814126870922	3.32015037451153	0.000899689726364289	0.00314572041748569
ENSMUSG00000039037.5	9.08896414076815	-2.53665979419285	0.764273313453704	-3.31904797608312	0.000903249095382439	0.003157631829979
ENSMUSG00000097626.5	17.374805007438	1.63686450775548	0.493420738906659	3.31738084496105	0.000908656644200749	0.00317599910194195
ENSMUSG00000024027.8	4.74981272078176	-4.68987264667642	1.41382849415401	-3.31714395774905	0.000909427447455538	0.00317815623426555
ENSMUSG00000054555.11	696.552711311188	0.380219919160035	0.114657120975986	3.31614744835314	0.000912676613201558	0.00318897225406659
ENSMUSG00000030556.13	354.148378845793	0.416977531951147	0.125749400845368	3.31594050665814	0.000913352703875923	0.00319079558852786
ENSMUSG00000025473.16	334.503951318926	-0.465057620808467	0.140276817541773	-3.31528494129101	0.000915497539629879	0.00319774849835259
ENSMUSG00000020297.10	3.28178389135435	-5.18431631900191	1.56404605270313	-3.31468265275303	0.000917472180690811	0.00320410468640713
ENSMUSG00000029101.16	1040.28437929511	-0.394444962769723	0.119008428908981	-3.31442878782476	0.000918305674678475	0.00320647415272185
ENSMUSG00000033781.7	259.210756641215	-0.567314837572202	0.171186626193283	-3.31401377658824	0.000919669758432944	0.00321069518197223
ENSMUSG00000071076.6	696.70503798921	-0.666345966501034	0.201077166223887	-3.31388182464785	0.000920103859200003	0.00321166863441648
ENSMUSG00000039031.16	489.879846795951	-0.46202699911464	0.139457934925232	-3.31302051304823	0.000922942104402947	0.00322103212916736
ENSMUSG00000019822.12	285.555997332276	0.482558750702805	0.14571167991015	3.31173692459222	0.000927186917794582	0.00323530050515873
ENSMUSG00000026174.9	927.412716095535	-0.33179120237742	0.100217631835135	-3.3107068716535	0.000930606366480981	0.00324668454893896
ENSMUSG00000021033.11	563.034969294102	0.35826178513093	0.108218622436567	3.31053729075999	0.000931170440068222	0.00324810464634253
ENSMUSG00000024940.11	3719.37230354871	0.592839641053776	0.179079176100925	3.31048899130329	0.000931331155550518	0.00324811751012687
ENSMUSG00000020547.5	1595.98283241898	-0.315877260930571	0.0954467158124037	-3.30946181062336	0.000934755169840771	0.00325950955633115
ENSMUSG00000020538.15	1811.05667297967	-0.552590423574078	0.167017420862338	-3.30857955248599	0.000937705404523076	0.00326924596200233
ENSMUSG00000015937.15	1269.25883199771	-0.413245542786605	0.124934511485491	-3.30769727173901	0.000940664339521087	0.00327848982675345
ENSMUSG00000041650.15	344.191613048807	0.415865282963036	0.125726631598597	3.30769446119224	0.000940673779153092	0.00327848982675345
ENSMUSG00000034245.10	99.5888843162752	0.735181979674879	0.222278400177544	3.30748277424912	0.000941385012956213	0.00328041593547831
ENSMUSG00000019883.11	154.585487301231	-0.628938152252785	0.19017011125876	-3.30723975544718	0.000942202130941507	0.00328271030461935
ENSMUSG00000036225.15	217.929931586464	0.59767415149324	0.180752243913022	3.30659326022443	0.000944379084032044	0.00328974088130731
ENSMUSG00000103527.1	3.14271122503473	-5.09072695653368	1.54048798690695	-3.30461970479564	0.000951053522866692	0.00331243342658655
ENSMUSG00000022485.3	148.933280974876	0.599550274834565	0.181439647805019	3.30440607710428	0.000951778612994888	0.00331440077606048
ENSMUSG00000034640.9	1208.91725918583	-0.513955831295241	0.155558769401563	-3.30393351189673	0.000953384402384152	0.00331943382651341
ENSMUSG00000019461.12	1440.65183084014	0.467202498129798	0.141421175500437	3.30362476819007	0.000954434876801418	0.00332253204756603
ENSMUSG00000033209.17	1454.66286689341	0.432134659281423	0.130814547734337	3.30341438904043	0.000955151288155444	0.00332446649764351
ENSMUSG00000022906.15	259.737581043174	0.476469590937195	0.144274790276946	3.30251452816238	0.00095822124052212	0.00333459057203904
ENSMUSG00000061950.17	1646.1299719704	-0.287250630202529	0.0869846381847857	-3.30231447985457	0.00095890496295894	0.00333640860534999
ENSMUSG00000021357.14	1276.93135569272	0.318570535237436	0.096477629430831	3.30201454074733	0.000959930937503563	0.00333941665695614
ENSMUSG00000063229.15	13356.3988557844	-0.304878274676495	0.0923328956787751	-3.30194642370106	0.000960164080939683	0.00333966605250334
ENSMUSG00000032356.12	4.77840553240776	-4.6941681974767	1.42166405068689	-3.30188288520673	0.000960381600693285	0.00333986103065578
ENSMUSG00000042812.5	73.8295948315439	0.805178045658909	0.243987765917357	3.30007548793097	0.000966588250827358	0.00336088047879709
ENSMUSG00000024208.16	719.094704454031	0.415880101691958	0.126041576926813	3.2995469576951	0.000968410245224574	0.00336664973486896
ENSMUSG00000002477.5	711.022916728163	-0.484509489890003	0.146870785013106	-3.29888268689222	0.000970704686840444	0.00337405922488566
ENSMUSG00000063802.5	452.106736980973	-0.568413739757482	0.172309897351902	-3.29878752464596	0.000971033796396595	0.0033746361018924
ENSMUSG00000020717.19	9.38097953192463	-2.39826171296738	0.72706400764037	-3.29855650639447	0.000971833180958107	0.00337684685841062
ENSMUSG00000023336.6	31.2597106884262	-3.74476931846586	1.13531980296679	-3.29842684737826	0.000972282102581445	0.00337783931674457
ENSMUSG00000035722.15	674.974253880705	-0.453164551238914	0.137400035517635	-3.29813998614834	0.000973275991840426	0.00338072441498224
ENSMUSG00000102997.1	3.17774651675966	-5.11839048051818	1.55209484087556	-3.297730490252	0.000974696404139253	0.00338508984547019
ENSMUSG00000041164.15	966.50718254972	-0.590159067493748	0.178969257967478	-3.29754436150699	0.000975342660492076	0.00338676564248423
ENSMUSG00000022818.13	9.44389924648211	-2.402140930906	0.728536700453179	-3.29721334479344	0.000976492961794355	0.00338962190211717
ENSMUSG00000037536.14	369.385085859655	0.436109669799027	0.132264275119234	3.29725974308544	0.000976331649506553	0.00338962190211717
ENSMUSG00000069631.14	449.245638953455	-0.434126755185609	0.131711580111239	-3.29604090102753	0.000980577381066294	0.00340322871264367
ENSMUSG00000081169.1	3.26266773928032	-5.17685976952907	1.5706850029574	-3.29592487340346	0.000980982443266779	0.0034040633851658
ENSMUSG00000021534.8	6.05555309469336	-4.09781446515294	1.24332122560914	-3.29586142402201	0.000981204015921858	0.00340426116560611
ENSMUSG00000020695.14	4914.04144231799	0.459283453893503	0.139361916569325	3.29561665912535	0.000982059197809379	0.00340665680138974
ENSMUSG00000001333.9	146.177917036258	0.685913004453813	0.208154877401591	3.29520505604337	0.000983498850429599	0.00341107875941252
ENSMUSG00000052928.9	618.167648660333	0.36866687795452	0.111896548544591	3.29471179182623	0.00098522670102811	0.00341649862711927
ENSMUSG00000021217.7	315.952884945304	0.483656821185533	0.146805137818185	3.2945496892931	0.000985795141805523	0.00341789683343065
ENSMUSG00000024875.5	806.427803699351	0.525418501166316	0.159483835792919	3.29449375577186	0.000985991352901967	0.00341800421229716
ENSMUSG00000029826.14	1389.70429041375	-0.342809116209873	0.104057163410093	-3.2944307241862	0.000986212506873614	0.00341819800681647
ENSMUSG00000033423.16	935.691371099007	0.478398388888915	0.145282231143618	3.29288988146113	0.000991633046086041	0.00343640970988269
ENSMUSG00000022752.9	3135.82041564042	-0.408283287941283	0.124027250023861	-3.29188374218355	0.000995187421626169	0.00344814938297107
ENSMUSG00000001521.12	1139.35922230187	0.347291989053915	0.10550722573303	3.2916417490939	0.000996044065372961	0.00345053952306811
ENSMUSG00000074466.12	56.0703337685658	0.910428754816854	0.276626787762857	3.29118073553069	0.000997677920310956	0.00345562086095649
ENSMUSG00000024248.14	1188.99539856716	0.345152675122662	0.104890948148733	3.29058590101829	0.000999789709450162	0.00346235562363579
ENSMUSG00000026798.10	139.067261524692	-0.658172919013186	0.200022618129553	-3.2904924711409	0.00100012178119446	0.00346292585269624
ENSMUSG00000053929.17	1150.22963812173	0.421401008890386	0.128085324952239	3.29000226253493	0.00100186577174156	0.00346838384744338
ENSMUSG00000038538.17	1330.83512989788	-0.410951053195876	0.124919957286409	-3.28971496727037	0.00100288917572671	0.00347134581658415
ENSMUSG00000039050.8	783.026490363782	0.345324506069878	0.104993060926207	3.28902217940463	0.00100536100847879	0.00347873744737098
ENSMUSG00000086391.1	6.3929210983285	-4.16641341836166	1.2667550484724	-3.28904425791394	0.00100528214652718	0.00347873744737098
ENSMUSG00000073779.7	8.10569193874083	-2.83631361164591	0.862398228301587	-3.28886762352442	0.00100591322508332	0.00348006607473632
ENSMUSG00000035504.16	59.8230030344839	-0.951767393354394	0.289462385377919	-3.28805206283289	0.00100883181528199	0.00348957961523544
ENSMUSG00000002984.17	1053.85821571425	-0.415193924160032	0.126276519568893	-3.28797408716602	0.0010091112715326	0.00348996265702253
ENSMUSG00000027804.13	1871.45246087344	-0.460691541163204	0.140117722170887	-3.28788916937535	0.00100941568910522	0.00349043188384178
ENSMUSG00000029625.16	296.12419575944	-0.632767672379755	0.19253808181024	-3.28645464019627	0.00101457112616981	0.00350767236249749
ENSMUSG00000023353.14	1033.9130136208	-0.426180648588879	0.129697345461116	-3.28596277027621	0.00101634442083727	0.00351321596674781
ENSMUSG00000001794.13	7231.94402180956	-0.401255124566423	0.122159093340578	-3.28469304735037	0.00102093530924407	0.00352849571791373
ENSMUSG00000023094.14	93.6407923524879	0.745248243119419	0.226927828654763	3.28407603217852	0.00102317315013581	0.00353563926003327
ENSMUSG00000020644.9	740.067870932121	-0.454057147284614	0.13827045805708	-3.28383339192507	0.00102405442060637	0.00353809348425635
ENSMUSG00000008496.19	7.91998309080128	-2.80182318735274	0.85325617795206	-3.28368344671999	0.00102459937340623	0.00353938511003806
ENSMUSG00000022201.16	3260.3674598038	0.336397020553982	0.102452050772271	3.28345814474443	0.00102541870344277	0.00354162395737415
ENSMUSG00000040621.14	90.839422396354	-0.714909843849209	0.217831243417287	-3.28194354783027	0.00103094242472213	0.00356010752176581
ENSMUSG00000062646.12	198.668292615582	0.538631617765559	0.164140295219274	3.28153191783898	0.00103244838734342	0.00356471288469347
ENSMUSG00000029634.15	1472.73245194258	0.363695472621791	0.110867328194067	3.28045672738826	0.00103639161793141	0.00357773041003192
ENSMUSG00000110605.1	64.8218803990259	-0.844636123459674	0.257524382621799	-3.27982971888184	0.0010386975826744	0.0035850925242149
ENSMUSG00000022537.18	122.620269655915	-0.609970952666449	0.186015419231756	-3.27914188611692	0.00104123270276619	0.00359324298577222
ENSMUSG00000040618.7	1481.88717495919	0.422130921151756	0.128751908791778	3.27863815855687	0.00104309290354523	0.00359906200330828
ENSMUSG00000034810.7	9.4726531821453	2.44912125841913	0.747149864111341	3.27795182206466	0.00104563240513636	0.00360722253172876
ENSMUSG00000025950.16	2322.098575258	0.324691234172395	0.0990758767506716	3.27719768748041	0.00104842936086919	0.0036162683557744
ENSMUSG00000002108.10	31.2266793165247	1.4621742812839	0.446308023309114	3.27615504297397	0.00105230775291487	0.00362904065839349
ENSMUSG00000044348.14	82.7331750586153	0.821717079150272	0.250830679209161	3.27598315222463	0.00105294841917671	0.00363064478257549
ENSMUSG00000020359.13	374.747744579858	-0.435528480134098	0.132949821743135	-3.27588615331548	0.00105331010998933	0.0036312866041882
ENSMUSG00000033837.5	4.75407823378499	-4.6889793962746	1.43143459090802	-3.27572033403229	0.00105392868535189	0.003632813673805
ENSMUSG00000032850.16	85.4422909877046	0.734549983212937	0.224302602439721	3.27481703387877	0.00105730427964653	0.00364384189011805
ENSMUSG00000034796.14	4.72844518983008	-4.69358197500377	1.43392905289563	-3.27323166060811	0.00106325294635961	0.00366373266624164
ENSMUSG00000031930.11	1254.44155055453	0.339862341721913	0.103837077639814	3.27303454071401	0.00106399474359477	0.00366514575172189
ENSMUSG00000057132.16	21.2156054373652	-1.51344144886939	0.462397880287814	-3.27302851805326	0.0010640174154745	0.00366514575172189
ENSMUSG00000029600.10	134.858082973191	-0.628632158176442	0.192132497983707	-3.271867928505	0.00106839472333406	0.00367899864360997
ENSMUSG00000056260.15	316.383538406583	0.590887181021145	0.180595964212076	3.27187367447071	0.00106837301073599	0.00367899864360997
ENSMUSG00000032841.15	101.079986810777	0.66893551756668	0.204477626124802	3.27143624583355	0.00107002711430676	0.00368400646794864
ENSMUSG00000050890.15	163.30893268148	-0.615815934059245	0.18824386487833	-3.27137319698187	0.00107026572405188	0.00368421476152657
ENSMUSG00000020935.8	697.355831143291	-0.517054938446137	0.15806027275113	-3.27125171585812	0.00107072561078609	0.00368518456890355
ENSMUSG00000069743.5	166.430474737024	-0.71812738265794	0.219598130326159	-3.27018896559519	0.00107475662796065	0.00369844299606821
ENSMUSG00000047441.4	17.7679753885107	-1.62492307189384	0.496984585758298	-3.26956432544993	0.00107713243665589	0.00370600207122871
ENSMUSG00000029823.16	4118.48072912937	0.405464805203402	0.124031507680992	3.26904681547736	0.00107910445605725	0.00371216957817133
ENSMUSG00000058063.4	3.15009933867915	-5.11166380393979	1.56380779672681	-3.26872894139483	0.00108031739955069	0.00371572421179014
ENSMUSG00000029581.14	3755.25789000588	0.548709085129342	0.167875991250572	3.26853816940589	0.00108104595243835	0.00371761189130294
ENSMUSG00000025499.18	925.893862404664	0.445715929202242	0.136405704516625	3.26757543448573	0.00108472954862668	0.00372965936059557
ENSMUSG00000027201.16	792.625119130104	-0.356489927389941	0.109112694777399	-3.26717187323818	0.00108627709653394	0.00373435960475397
ENSMUSG00000050914.16	39.9709755444955	-1.30134976412763	0.398318374623294	-3.26710954612216	0.00108651628607577	0.0037345612126084
ENSMUSG00000022677.15	597.83301989143	0.369793561399544	0.113188454239409	3.26706079594815	0.00108670340604104	0.00373458381026067
ENSMUSG00000110768.1	211.249023616326	0.685755326606759	0.209934230228948	3.26652459610276	0.00108876349350736	0.00374104200385377
ENSMUSG00000001524.14	247.176554922815	-0.515985311321505	0.15805661198719	-3.26456011446914	0.00109634195685124	0.00376645629919746
ENSMUSG00000029415.4	748.004166936135	-0.351664241978697	0.107744677424627	-3.26386648866904	0.00109902941877104	0.00377506202711373
ENSMUSG00000045083.14	33.1428210761701	1.17605438601803	0.360332001637386	3.26380776804146	0.00109925721206207	0.00377521757122761
ENSMUSG00000030428.16	31.5456537922301	-1.55469564606865	0.476476046301491	-3.26290410218211	0.00110276828848452	0.00378664708620557
ENSMUSG00000025169.6	60.5090316654651	-0.878186713323136	0.269190224389006	-3.26232765441761	0.00110501341601011	0.0037937265577044
ENSMUSG00000027787.14	1198.20840201304	-0.436120638548095	0.133725428469224	-3.26131419835731	0.00110897083796792	0.0038066813447339
ENSMUSG00000064326.13	412.664397528084	0.497455949988926	0.152562907778757	3.26066117401435	0.00111152775661757	0.00381482522741571
ENSMUSG00000020122.16	1955.08206654602	0.35080284738361	0.107592081344339	3.26048946168162	0.00111220100129711	0.0038165026064749
ENSMUSG00000002064.10	958.19778868094	0.418459757254696	0.128348112528848	3.26034991095519	0.0011127484254038	0.00381774774912548
ENSMUSG00000021748.9	1101.58881548078	-0.32806978481073	0.10067712876255	-3.25863270877037	0.00111950502428243	0.00384029211066038
ENSMUSG00000049526.8	20.1452224910857	1.60095041834023	0.491373579858284	3.25811253181735	0.00112155921454482	0.00384670077149055
ENSMUSG00000025355.7	803.731452555997	0.388940842366971	0.119425887973244	3.25675487088788	0.00112693707612487	0.00386450487726175
ENSMUSG00000040705.2	5.84178966654016	-4.04084176983762	1.24101519936878	-3.2560775822028	0.0011296288034365	0.00387309328677011
ENSMUSG00000022217.14	103.214370251972	0.700859005805811	0.215263025609452	3.25582623314682	0.00113062924342769	0.00387588099110072
ENSMUSG00000035270.15	24.0409571495353	1.4165674337126	0.43524312340618	3.25465781659375	0.00113529063307244	0.00389121569927147
ENSMUSG00000029657.15	2254.55855479478	-0.352162371234779	0.108228445821034	-3.25387996254806	0.00113840371992479	0.00390120550808907
ENSMUSG00000036620.14	526.319911412807	0.406655746843775	0.124977357762741	3.25383536764938	0.00113858243424384	0.00390120550808907
ENSMUSG00000032688.9	195.009044479864	-0.575224159785686	0.176821905059207	-3.25312726154081	0.0011414236512075	0.00391029284949106
ENSMUSG00000030058.17	5079.32104691683	0.293340687946354	0.0902020121140951	3.25204151294665	0.00114579285806901	0.0039246109072955
ENSMUSG00000033538.13	80.3659153957017	0.820270721275549	0.252274839055429	3.2514963614557	0.00114799245004241	0.003930843209589
ENSMUSG00000115196.1	13.9601385854239	-1.99774391299702	0.614406197920637	-3.25150351633508	0.00114796355608303	0.003930843209589
ENSMUSG00000041720.14	1760.34458139562	0.272147596813945	0.0837089700830416	3.25111629666412	0.00114952825404578	0.00393545050230669
ENSMUSG00000020228.11	389.55081122948	-0.391052747691808	0.120290393913391	-3.25090587011765	0.00115037938334598	0.00393771265009292
ENSMUSG00000038600.12	26.478319147038	-1.30404195657446	0.401170075185959	-3.25059628630072	0.00115163264098029	0.0039413502942881
ENSMUSG00000003458.12	2622.18822084634	0.315370031582744	0.0970295783111298	3.25024633799289	0.00115305082159749	0.00394555107439935
ENSMUSG00000036764.12	69.5291877296974	0.843187579901369	0.25944534851354	3.24996221644485	0.00115420342349439	0.0039488418483264
ENSMUSG00000026277.14	1816.70457969177	0.307279411179987	0.0945510018292352	3.24988001433292	0.00115453709309885	0.00394901190707268
ENSMUSG00000044813.15	407.666266177476	-0.53841428878511	0.165673280208912	-3.24985590981345	0.00115463495354003	0.00394901190707268
ENSMUSG00000026385.16	1463.38122108123	0.279856200706801	0.0861264375465735	3.24936463969576	0.00115663110167086	0.00395518504514162
ENSMUSG00000078684.8	77.4402002774053	-0.76891308796883	0.236705068410279	-3.24840145220752	0.00116055402286266	0.00396794379552298
ENSMUSG00000058690.14	2108.69400585576	0.33287011919145	0.102479586318046	3.24816025465196	0.00116153830839335	0.00397065276964411
ENSMUSG00000023008.18	1182.63426935731	0.400143737387083	0.123213087070349	3.24757496870946	0.00116392996744872	0.00397751385704225
ENSMUSG00000046159.16	35.125679882393	-1.11026938489024	0.341874303634829	-3.24759530940402	0.00116384677281506	0.00397751385704225
ENSMUSG00000038095.15	2536.19609484971	-0.302889072550109	0.093284438030929	-3.24694106480745	0.00116652542770156	0.00398572488800905
ENSMUSG00000064247.14	34.3767201544597	-1.13757098106084	0.350365730911286	-3.24681006359288	0.00116706246635012	0.00398690125787816
ENSMUSG00000020993.9	540.846274474779	0.405772217758411	0.124977491993341	3.24676236725914	0.0011672580538985	0.00398691097174546
ENSMUSG00000032946.16	8.11369824157954	-2.58677170136971	0.797221075263235	-3.24473572216538	0.0011755967252242	0.00401472977732582
ENSMUSG00000107200.1	27.1230195902918	1.30377837636646	0.401846780469599	3.24446639797105	0.00117670899914146	0.00401786491370768
ENSMUSG00000032932.15	1247.44804287705	0.398634490223559	0.122876522270323	3.24418760279186	0.00117786141124025	0.00402113604414995
ENSMUSG00000044986.10	103.092274832251	-0.751990146668613	0.231805966234922	-3.24405000821469	0.00117843054872854	0.00402241516509073
ENSMUSG00000031189.12	74.9400438010468	0.812095900825207	0.250386887982391	3.24336432857587	0.00118127054078906	0.00403144384362676
ENSMUSG00000091475.4	11.0013531161453	-2.19352447995562	0.676368678397456	-3.24308997446898	0.0011824086486723	0.00403466230580444
ENSMUSG00000035325.16	6998.05008155736	0.282950344123033	0.0872627685577813	3.2425093633796	0.00118482054931688	0.00404222547626913
ENSMUSG00000038085.13	40.5736991062925	1.11538080553185	0.344020305314261	3.24219468531939	0.00118612964351579	0.00404602435292284
ENSMUSG00000001280.13	2413.06670965878	-0.332316153549386	0.102515969136064	-3.24160378475593	0.00118859146425128	0.00405375341105322
ENSMUSG00000096054.3	1914.65717788947	0.420855967660703	0.129839473743353	3.2413560801439	0.00118962485930572	0.00405660900341888
ENSMUSG00000062713.8	87.0611853980722	0.882879401247647	0.272479272383826	3.24017087070016	0.0011945809141773	0.00407283768085667
ENSMUSG00000037171.6	3.12778617418198	-5.11523860014261	1.57882609228545	-3.23989996437035	0.00119571640731328	0.00407603722565511
ENSMUSG00000009013.5	1733.36224373884	-0.324111808935691	0.10004109453689	-3.23978671401056	0.00119619138719152	0.00407698448575656
ENSMUSG00000066058.11	7.90209350145726	2.60856131920647	0.805556573904354	3.23820995782251	0.00120282254546351	0.00409891010756387
ENSMUSG00000115936.1	24.4806051701149	-1.51393851289537	0.467541638434058	-3.2380827469528	0.00120335901733655	0.00410006280243891
ENSMUSG00000070056.6	409.086902721429	0.440127464207064	0.135930734228692	3.23788043009159	0.00120421268046005	0.00410229566787158
ENSMUSG00000028580.15	1890.67118928372	-0.317510505015207	0.0980808064439759	-3.23723383327369	0.00120694470702712	0.00411092561581689
ENSMUSG00000031824.15	236.238725462082	-0.553817712656633	0.171087880072835	-3.2370365008957	0.00120777962326148	0.00411261954806992
ENSMUSG00000113505.1	6.46962590653529	3.15924427549741	0.975972350925054	3.23702231164949	0.00120783967872974	0.00411261954806992
ENSMUSG00000026260.12	1564.43592016013	-0.310020488236343	0.0957801674019422	-3.23679209011339	0.0012088144685507	0.00411526123798079
ENSMUSG00000020024.7	529.424421455866	-0.477751088973825	0.147621713524373	-3.23631989879961	0.00121081606605129	0.00412004123428388
ENSMUSG00000028453.10	166.224826562241	-0.579655211331754	0.179109368092597	-3.23631989495982	0.00121081608234043	0.00412004123428388
ENSMUSG00000043557.16	94.4282080737672	0.801514754162321	0.247656361130156	3.2363988169118	0.00121048132282722	0.00412004123428388
ENSMUSG00000022702.16	184.212413945739	-0.520517685025204	0.160855146079459	-3.23594051985181	0.00121242645366863	0.00412484230166704
ENSMUSG00000024359.10	13377.0495479448	0.306880173289647	0.0948501586152001	3.23542077071938	0.00121463589654658	0.00413167957902746
ENSMUSG00000014748.13	1423.77394951841	0.381998037981019	0.118094367575463	3.23468464943444	0.00121777149715404	0.00414166448843
ENSMUSG00000102235.1	3.0078296599364	-5.02444886432238	1.55476520989236	-3.23164477334186	0.00123079958064918	0.00418528511026276
ENSMUSG00000001729.14	5712.47443009114	0.308183769195652	0.0953820493759251	3.2310457912371	0.00123338178735137	0.00419337644170992
ENSMUSG00000012519.14	176.615971742931	0.543125822604155	0.168102688233047	3.23091693721875	0.00123393792941278	0.00419457782578526
ENSMUSG00000037652.15	1660.61566745352	0.373948219422546	0.115748483279666	3.23069649663599	0.00123488990188342	0.00419712415715716
ENSMUSG00000012535.14	1947.7347537719	-0.286634447740338	0.0887388428709544	-3.23008998615372	0.00123751261823578	0.00420534721672534
ENSMUSG00000027263.12	483.982141307194	-0.410215646418065	0.127012929477585	-3.22971565261361	0.00123913390447584	0.00421016504830531
ENSMUSG00000041890.17	1188.20250605396	-0.329435770125791	0.102013202511679	-3.22934445752819	0.00124074353437182	0.00421494169953706
ENSMUSG00000067430.7	79.8186815402602	-0.768640094645009	0.238046325317177	-3.22895173290687	0.00124244862566669	0.00422004102166101
ENSMUSG00000047502.14	4.48546229745039	-4.5990473599823	1.42437089364454	-3.22882711272954	0.0012429901407984	0.00422118717163272
ENSMUSG00000035493.10	3984.40570964326	-0.361499523136592	0.111972570634711	-3.22846498108822	0.00124456495743849	0.00422584145512398
ENSMUSG00000047242.14	87.0237018532041	0.809018506970606	0.250607658576829	3.2282273876422	0.00124559919048014	0.00422865899476149
ENSMUSG00000057666.18	197.806419927983	-0.502528984606602	0.155769542209589	-3.22610554976432	0.00125487070384914	0.0042594355938824
ENSMUSG00000006050.12	943.534255562465	0.318530076472276	0.0987678197509344	3.22503905903281	0.00125955483101752	0.00427323137274027
ENSMUSG00000026574.5	242.513510361004	0.574551983890908	0.178152870298562	3.22505039030823	0.00125950497825921	0.00427323137274027
ENSMUSG00000049295.17	640.50241200505	0.50680534151185	0.157143661875298	3.2251083846705	0.00125924985642723	0.00427323137274027
ENSMUSG00000041205.8	9.59689042657162	-2.26409427261618	0.702258895711221	-3.22401650793358	0.00126406112555288	0.00428781639587754
ENSMUSG00000026683.14	321.27558223854	-0.517371834500907	0.160485657658166	-3.22378860547718	0.00126506749830771	0.00429052651295211
ENSMUSG00000027896.15	191.204015676624	0.565204299881346	0.17532849957716	3.22368754221049	0.00126551401066223	0.0042913372640243
ENSMUSG00000031983.7	3120.84896107683	0.394477409703143	0.122382768409361	3.22330843492316	0.00126719025924054	0.00429631708119825
ENSMUSG00000021866.15	340.085293364936	-0.444792604737231	0.138016040131234	-3.22276022637872	0.0012696178259141	0.00430384213848463
ENSMUSG00000026437.11	459.309526109309	-0.426489725601361	0.132383131413079	-3.22163194848874	0.0012746275612682	0.00432011651725916
ENSMUSG00000021998.16	24.8372814997432	-1.3090187415941	0.406353992886143	-3.22137536362509	0.0012757693832685	0.00432327812793396
ENSMUSG00000074649.6	304.554542987095	0.543647454709478	0.16878133043862	3.22101652651199	0.00127736781918822	0.00432798580506278
ENSMUSG00000026848.14	1131.88063714647	0.303197389129248	0.0941400440044841	3.22070583602877	0.00127875327957875	0.00433197045333876
ENSMUSG00000031906.9	44.7596753543233	1.17126827428545	0.363747002688366	3.22000804303237	0.00128187000192789	0.00434181774846542
ENSMUSG00000022305.13	707.774270862658	0.342729857819174	0.106447686786229	3.21970226095615	0.00128323799911494	0.00434573968757245
ENSMUSG00000099689.6	130.896501758932	0.615941682544326	0.191389865124489	3.21825652650776	0.00128972414197944	0.00436699032195853
ENSMUSG00000049577.15	200.865376334171	-0.63513785241049	0.197395476937728	-3.21759070807309	0.00129272143522393	0.00437642273119592
ENSMUSG00000060224.4	49.431552849729	1.02366473813742	0.31828278298659	3.2162114724897	0.0012989507589493	0.00439679208785246
ENSMUSG00000005469.10	1549.13582673603	0.325092453363215	0.101081143922471	3.2161532878235	0.00129921415827496	0.00439696414658338
ENSMUSG00000063200.4	620.470702602935	-0.372731239273857	0.115897506241936	-3.2160419266984	0.00129971842246697	0.00439795118088161
ENSMUSG00000048583.16	410.688393664992	-0.657284888345953	0.204422971463789	-3.21531813983236	0.00130300027079458	0.00440833506728587
ENSMUSG00000047459.14	2040.48447574161	0.466409394921938	0.145070016153372	3.21506405864625	0.00130415415707159	0.00441151737351199
ENSMUSG00000030265.14	1572.2473712878	-0.405514123848941	0.126136177414009	-3.21489149396012	0.0013049383813471	0.00441344840061556
ENSMUSG00000000440.12	77.9560693614315	0.78253640094859	0.243417641979923	3.21478917708493	0.00130540356829168	0.00441429995260966
ENSMUSG00000032690.16	13.725322325764	-1.9535791285207	0.607763850087431	-3.21437204308823	0.00130730166560587	0.00441999590602441
ENSMUSG00000045980.13	446.926355854892	0.539079240381894	0.167725940138477	3.21404810691073	0.00130877743872112	0.00442426235004843
ENSMUSG00000087203.7	17.2429810624836	1.71674492255264	0.534301129052721	3.21306624523947	0.00131325995516157	0.00443868989747012
